문화시설명,전시회,박물관,음악 및 무용 발표회,전통 예술 공연,연극 공연,영화 관람,대중 공연,운동 경기,가장 큰 카테고리,값,카테고리,빈도 수,가장 큰 카테고리.1,값.1,가장 많은 장소
북서울꿈의숲아트센터 드림갤러리,0.60132575,0.6466445,0.82871795,0.83052033,0.8587914,0.87425834,0.851954,0.7802997,영화 관람,0.87425834,,,영화 관람,0.87425834,191.0
북서울꿈의숲,0.6246136,0.6691788,0.86116326,0.881598,0.8985502,0.9039273,0.8971633,0.80437803,영화 관람,0.9039273,,,영화 관람,0.9039273,191.0
북서울꿈의숲아트센터 상상톡톡미술관,0.6063035,0.6479549,0.85099214,0.8735885,0.89469105,0.89995635,0.8916719,0.7974361,영화 관람,0.89995635,,,영화 관람,0.89995635,191.0
성신여자대학교 운정그린캠퍼스 대강당,0.6638525,0.646077,0.84181184,0.85531366,0.8601403,0.8615975,0.8647785,0.801443,대중 공연,0.8647785,,,대중 공연,0.8647785,14.0
북서울꿈의숲아트센터 퍼포먼스홀,0.60132575,0.6466445,0.82871795,0.83052033,0.8587914,0.87425834,0.851954,0.7802997,영화 관람,0.87425834,,,영화 관람,0.87425834,191.0
강북문화예술회관,0.6123509,0.65936524,0.8593264,0.8799523,0.8952355,0.9077047,0.89505446,0.8062945,영화 관람,0.9077047,,,영화 관람,0.9077047,191.0
솔밭근린공원,0.11595707,0.112251684,0.06526032,0.056489278,0.02819393,0.020221889,0.049592234,0.11600297,운동 경기,0.11600297,,,운동 경기,0.11600297,1.0
수유문화정보센터,0.6174906,0.66409564,0.8556478,0.8812368,0.8976982,0.90780354,0.8979214,0.80077314,영화 관람,0.90780354,,,영화 관람,0.90780354,191.0
LG아트센터 서울,0.5592756,0.56794214,0.71131694,0.7276397,0.754068,0.7616074,0.75103605,0.6924629,영화 관람,0.7616074,,,영화 관람,0.7616074,191.0
스카이아트홀,0.6086062,0.6581361,0.85082036,0.87403166,0.8946806,0.9068278,0.89257175,0.80022633,영화 관람,0.9068278,,,영화 관람,0.9068278,191.0
국립국어원 우리말 꿈터,0.61286193,0.64881516,0.8572441,0.878315,0.89688134,0.90961045,0.89638305,0.80359674,영화 관람,0.90961045,,,영화 관람,0.90961045,191.0
허준박물관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,,영화 관람,0.8676743,191.0
서울강서문화원,0.57782304,0.60508525,0.82490456,0.84191537,0.86567175,0.8720311,0.8621125,0.77321905,영화 관람,0.8720311,,,영화 관람,0.8720311,191.0
아리향기작은도서관,0.6089041,0.6685546,0.8259955,0.8449652,0.86454123,0.8859502,0.8658509,0.7924074,영화 관람,0.8859502,,,영화 관람,0.8859502,191.0
겸재정선미술관,0.6189321,0.65409833,0.8567562,0.87954706,0.8968229,0.9050389,0.8976618,0.8042266,영화 관람,0.9050389,,,영화 관람,0.9050389,191.0
강서구립길꽃어린이도서관,0.6089041,0.6685546,0.8259955,0.8449652,0.86454123,0.8859502,0.8658509,0.7924074,영화 관람,0.8859502,,,영화 관람,0.8859502,191.0
기생충박물관,0.6000898,0.6576714,0.8501661,0.8760173,0.8938356,0.90721667,0.8934685,0.80039966,영화 관람,0.90721667,,,영화 관람,0.90721667,191.0
강서아트리움,0.64827734,0.67657435,0.876577,0.88513076,0.8938693,0.9021332,0.8950001,0.82465565,영화 관람,0.9021332,,,영화 관람,0.9021332,191.0
엑셈,0.60019404,0.6356106,0.8512509,0.8789004,0.89701366,0.90650403,0.89672136,0.80182534,영화 관람,0.90650403,,,영화 관람,0.90650403,191.0
스페이스K 서울,0.608463,0.64327633,0.85106695,0.8746162,0.89624405,0.9074616,0.8946815,0.8021554,영화 관람,0.9074616,,,영화 관람,0.9074616,191.0
강서도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,,영화 관람,0.8676743,191.0
서울식물원,0.60815585,0.6510387,0.85340697,0.8776946,0.8921943,0.90172136,0.89257205,0.8018835,영화 관람,0.90172136,,,영화 관람,0.90172136,191.0
서울시립 남서울미술관,0.6088573,0.6408792,0.8447937,0.86242837,0.8853468,0.8869426,0.8820204,0.7873447,영화 관람,0.8869426,,,영화 관람,0.8869426,191.0
관악구민종합체육센터,0.5736948,0.57727784,0.70359623,0.71453357,0.7160297,0.7109076,0.7254604,0.68086934,대중 공연,0.7254604,,,대중 공연,0.7254604,14.0
관악문화관,0.5481222,0.5686041,0.74003935,0.7270584,0.7181571,0.7324784,0.72079873,0.6754456,음악 및 무용 발표회,0.74003935,,,음악 및 무용 발표회,0.74003935,4.0
관악청소년센터,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,,영화 관람,0.8676743,191.0
관악구청,0.6177542,0.65594524,0.8594701,0.8801713,0.8972652,0.9042324,0.89765394,0.80402476,영화 관람,0.9042324,,,영화 관람,0.9042324,191.0
관악어린이창작놀이터,0.6135928,0.64101875,0.83796275,0.84206444,0.8688437,0.87552357,0.8622624,0.8031462,영화 관람,0.87552357,,,영화 관람,0.87552357,191.0
신림다목적체육센터,0.5736948,0.57727784,0.70359623,0.71453357,0.7160297,0.7109076,0.7254604,0.68086934,대중 공연,0.7254604,,,대중 공연,0.7254604,14.0
서울대학교 미술관,0.61827743,0.64885545,0.8551244,0.88209283,0.8992762,0.9030953,0.8966616,0.8020747,영화 관람,0.9030953,,,영화 관람,0.9030953,191.0
극장작당모의,0.6159354,0.6665373,0.8187849,0.83488613,0.8455364,0.8740405,0.83795035,0.7802119,영화 관람,0.8740405,,,영화 관람,0.8740405,191.0
서울시 관악복합평생교육센터,0.5801495,0.6152848,0.8344079,0.8522493,0.8777561,0.8810855,0.8716932,0.7776044,영화 관람,0.8810855,,,영화 관람,0.8810855,191.0
낙성대공원,0.61196345,0.656701,0.8576521,0.8817574,0.8978607,0.90780103,0.89877886,0.80576664,영화 관람,0.90780103,,,영화 관람,0.90780103,191.0
관천로 문화플랫폼 S1472,0.6487498,0.66692805,0.8526919,0.86292386,0.8626575,0.8635213,0.8654511,0.79190266,대중 공연,0.8654511,,,대중 공연,0.8654511,14.0
육영재단 어린이회관,0.61547744,0.64933455,0.8611226,0.8778317,0.89360744,0.9006939,0.89198786,0.8031851,영화 관람,0.9006939,,,영화 관람,0.9006939,191.0
자양4동도서관,0.6132423,0.66057324,0.8577534,0.8816901,0.8983252,0.9119075,0.89915985,0.80608726,영화 관람,0.9119075,,,영화 관람,0.9119075,191.0
광진정보도서관,0.61094344,0.6633278,0.85472375,0.8784592,0.8963413,0.9111979,0.897145,0.8048599,영화 관람,0.9111979,,,영화 관람,0.9111979,191.0
건국대학교 박물관,0.58158505,0.6429409,0.8117585,0.8218154,0.85027945,0.87323153,0.8475994,0.7741351,영화 관람,0.87323153,,,영화 관람,0.87323153,191.0
광진구민체육센터,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,,영화 관람,0.8676743,191.0
세종대학교 대양홀,0.62168753,0.6499368,0.8554303,0.8779404,0.8942292,0.9048157,0.89159244,0.8007598,영화 관람,0.9048157,,,영화 관람,0.9048157,191.0
유니버설아트센터,0.6123964,0.6453253,0.8502221,0.8716663,0.8940998,0.8988229,0.8909941,0.79600173,영화 관람,0.8988229,,,영화 관람,0.8988229,191.0
서울생각마루,0.6336583,0.662985,0.8283632,0.835666,0.843193,0.8465954,0.84840405,0.7757698,대중 공연,0.84840405,,,대중 공연,0.84840405,14.0
예스24 라이브홀,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,,영화 관람,0.8676743,191.0
건국대학교 새천년대공연장,0.6346879,0.71737385,0.75970894,0.7624873,0.7568778,0.78373575,0.76765156,0.7647057,영화 관람,0.78373575,,,영화 관람,0.78373575,191.0
몽골 울란바타르 문화진흥원,0.5816226,0.6109354,0.746913,0.7494458,0.74825203,0.78913677,0.76757896,0.7233218,영화 관람,0.78913677,,,영화 관람,0.78913677,191.0
나루아트센터,0.6087327,0.6459025,0.8536587,0.87798744,0.89693284,0.9048829,0.8950429,0.79974484,영화 관람,0.9048829,,,영화 관람,0.9048829,191.0
광진숲나루,0.609612,0.65413296,0.85515684,0.879807,0.89600146,0.9060559,0.89640844,0.807455,영화 관람,0.9060559,,,영화 관람,0.9060559,191.0
광진어린이공연장,0.6046389,0.6475732,0.8474661,0.8547774,0.87918276,0.8947489,0.8786435,0.7925149,영화 관람,0.8947489,,,영화 관람,0.8947489,191.0
세종뮤지엄갤러리,0.62148964,0.69261265,0.8200784,0.8373065,0.85330737,0.8817301,0.8495815,0.77779317,영화 관람,0.8817301,,,영화 관람,0.8817301,191.0
서울어린이대공원 열린무대,0.6176298,0.666054,0.85749865,0.8851749,0.9012799,0.9104862,0.90072465,0.80757064,영화 관람,0.9104862,,,영화 관람,0.9104862,191.0
세종대학교 박물관,0.51230586,0.5315511,0.58720815,0.60962236,0.5911527,0.599166,0.6040623,0.5981717,전통 예술 공연,0.60962236,,,전통 예술 공연,0.60962236,1.0
구의제3동도서관,0.6159834,0.6673264,0.8585845,0.8804318,0.89600307,0.91023743,0.89577883,0.80217236,영화 관람,0.91023743,,,영화 관람,0.91023743,191.0
세종아트갤러리,0.62148964,0.69261265,0.8200784,0.8373065,0.85330737,0.8817301,0.8495815,0.77779317,영화 관람,0.8817301,,,영화 관람,0.8817301,191.0
서울어린이대공원 숲속의무대,0.62245905,0.6637127,0.8648889,0.88817495,0.90176326,0.90699285,0.9001174,0.81117624,영화 관람,0.90699285,,,영화 관람,0.90699285,191.0
자양한강도서관,0.6147684,0.6665505,0.85802543,0.88118184,0.8963017,0.91149956,0.8966856,0.80353373,영화 관람,0.91149956,,,영화 관람,0.91149956,191.0
아차산숲속도서관,0.6194395,0.66630745,0.8596242,0.88319933,0.89690965,0.9098311,0.89691514,0.8060479,영화 관람,0.9098311,,,영화 관람,0.9098311,191.0
군자동도서관,0.61838794,0.6628813,0.86091113,0.8843868,0.8986819,0.9107181,0.8981633,0.8071753,영화 관람,0.9107181,,,영화 관람,0.9107181,191.0
서울거리예술창작센터,0.617928,0.65789324,0.8556168,0.8797084,0.8962791,0.9040305,0.89505005,0.80162406,영화 관람,0.9040305,,,영화 관람,0.9040305,191.0
유니버설아트센터,0.6123964,0.6453253,0.8502221,0.8716663,0.8940998,0.8988229,0.8909941,0.79600173,영화 관람,0.8988229,,,영화 관람,0.8988229,191.0
뚝섬한강공원,0.60710895,0.65269434,0.85564196,0.8790642,0.8957838,0.9016193,0.89546245,0.8070427,영화 관람,0.9016193,,,영화 관람,0.9016193,191.0
청춘뜨락야외공연장,0.63171035,0.69378436,0.84220326,0.87657434,0.88742524,0.90815616,0.8884567,0.85080105,영화 관람,0.90815616,,,영화 관람,0.90815616,191.0
중곡문화체육센터도서관,0.6278608,0.67946637,0.8630196,0.8858332,0.8995284,0.90907633,0.8992238,0.8054322,영화 관람,0.90907633,,,영화 관람,0.90907633,191.0
고척도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,,영화 관람,0.8676743,191.0
구로구청,0.5559861,0.5726837,0.7606422,0.7754315,0.7991873,0.7836251,0.78592104,0.7345461,연극 공연,0.7991873,,,연극 공연,0.7991873,4.0
구로구립꿈나무어린이도서관,0.6369788,0.7455831,0.839593,0.84988916,0.85383785,0.87154895,0.8646271,0.8065353,영화 관람,0.87154895,,,영화 관람,0.87154895,191.0
구로아트밸리예술극장,0.60926324,0.64349645,0.8517939,0.87443286,0.893265,0.89785904,0.8916531,0.79942095,영화 관람,0.89785904,,,영화 관람,0.89785904,191.0
평강성서유물박물관,0.5541921,0.5701223,0.7418346,0.7623253,0.7847103,0.7912227,0.7858058,0.7097175,영화 관람,0.7912227,,,영화 관람,0.7912227,191.0
구로구립개봉도서관,0.6369788,0.7455831,0.839593,0.84988916,0.85383785,0.87154895,0.8646271,0.8065353,영화 관람,0.87154895,,,영화 관람,0.87154895,191.0
구로 꿈나무극장,0.6534077,0.6891003,0.83908,0.8473189,0.84763384,0.83958733,0.84933853,0.78660107,대중 공연,0.84933853,,,대중 공연,0.84933853,14.0
구로구립글마루 한옥어린이도서관,0.6369788,0.7455831,0.839593,0.84988916,0.85383785,0.87154895,0.8646271,0.8065353,영화 관람,0.87154895,,,영화 관람,0.87154895,191.0
구로구립개봉어린이도서관,0.6369788,0.7455831,0.839593,0.84988916,0.85383785,0.87154895,0.8646271,0.8065353,영화 관람,0.87154895,,,영화 관람,0.87154895,191.0
구로구립온누리도서관,0.6369788,0.7455831,0.839593,0.84988916,0.85383785,0.87154895,0.8646271,0.8065353,영화 관람,0.87154895,,,영화 관람,0.87154895,191.0
신도림 오페라하우스,0.6532097,0.6897572,0.8580747,0.87313145,0.87981206,0.88020957,0.8816221,0.8112258,대중 공연,0.8816221,,,대중 공연,0.8816221,14.0
구로구립하늘도서관,0.6369788,0.7455831,0.839593,0.84988916,0.85383785,0.87154895,0.8646271,0.8065353,영화 관람,0.87154895,,,영화 관람,0.87154895,191.0
구로구민회관,0.65521324,0.6905599,0.8586112,0.87414306,0.8778731,0.87540746,0.87716985,0.81111455,연극 공연,0.8778731,,,연극 공연,0.8778731,4.0
구로구립 꿈마을도서관,0.6369788,0.7455831,0.839593,0.84988916,0.85383785,0.87154895,0.8646271,0.8065353,영화 관람,0.87154895,,,영화 관람,0.87154895,191.0
갤러리 구루지,0.6287571,0.6506984,0.77200097,0.765795,0.7616516,0.75878185,0.76746917,0.72476673,음악 및 무용 발표회,0.77200097,,,음악 및 무용 발표회,0.77200097,4.0
구로기적의도서관,0.6369788,0.7455831,0.839593,0.84988916,0.85383785,0.87154895,0.8646271,0.8065353,영화 관람,0.87154895,,,영화 관람,0.87154895,191.0
구캔갤러리,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,,영화 관람,0.8226419,191.0
G밸리산업박물관,0.6207228,0.67138845,0.8097599,0.8207224,0.82752955,0.8593164,0.821852,0.76732314,영화 관람,0.8593164,,,영화 관람,0.8593164,191.0
문화철도 959,0.6287571,0.6506984,0.77200097,0.765795,0.7616516,0.75878185,0.76746917,0.72476673,음악 및 무용 발표회,0.77200097,,,음악 및 무용 발표회,0.77200097,4.0
서울아트책보고,0.6172208,0.68921375,0.8216173,0.84484696,0.8589324,0.888304,0.8605986,0.79440176,영화 관람,0.888304,,,영화 관람,0.888304,191.0
오류아트홀,0.6287571,0.6506984,0.77200097,0.765795,0.7616516,0.75878185,0.76746917,0.72476673,음악 및 무용 발표회,0.77200097,,,음악 및 무용 발표회,0.77200097,4.0
구로도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,,영화 관람,0.8676743,191.0
고척스카이돔,0.613634,0.651704,0.8541392,0.87563944,0.89191484,0.8986267,0.8915057,0.80366266,영화 관람,0.8986267,,,영화 관람,0.8986267,191.0
구로문화원,0.6102816,0.6337469,0.76832354,0.77046967,0.7592678,0.7565749,0.7741745,0.7230961,대중 공연,0.7741745,,,대중 공연,0.7741745,14.0
푸른수목원,0.60640496,0.6515856,0.8515687,0.8728849,0.8882257,0.896964,0.888582,0.79858124,영화 관람,0.896964,,,영화 관람,0.896964,191.0
금천예술공장,0.6184227,0.6573847,0.85910505,0.88315165,0.89887965,0.90836215,0.8979081,0.805636,영화 관람,0.90836215,,,영화 관람,0.90836215,191.0
문화정원아트홀,0.62835807,0.64937866,0.86054397,0.88655376,0.9043965,0.9050029,0.90268964,0.80253494,영화 관람,0.9050029,,,영화 관람,0.9050029,191.0
금천구청,0.5814203,0.61897755,0.72206134,0.7272197,0.74685466,0.75925726,0.7396525,0.7316421,영화 관람,0.75925726,,,영화 관람,0.75925726,191.0
금천구립가산도서관,0.5896586,0.62897015,0.83668584,0.8636419,0.8863679,0.8938733,0.8858033,0.78598523,영화 관람,0.8938733,,,영화 관람,0.8938733,191.0
금천구립독산도서관,0.5896586,0.62897015,0.83668584,0.8636419,0.8863679,0.8938733,0.8858033,0.78598523,영화 관람,0.8938733,,,영화 관람,0.8938733,191.0
금천구립시흥도서관,0.5896586,0.62897015,0.83668584,0.8636419,0.8863679,0.8938733,0.8858033,0.78598523,영화 관람,0.8938733,,,영화 관람,0.8938733,191.0
금천구립금나래도서관,0.5896586,0.62897015,0.83668584,0.8636419,0.8863679,0.8938733,0.8858033,0.78598523,영화 관람,0.8938733,,,영화 관람,0.8938733,191.0
하라스튜디오,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,,영화 관람,0.8226419,191.0
만천명월예술인家,0.61888945,0.6622228,0.85722685,0.87144583,0.8890753,0.90302193,0.88844943,0.79682326,영화 관람,0.90302193,,,영화 관람,0.90302193,191.0
금천마을활력소 어울샘,0.6069335,0.6407423,0.84923893,0.8682878,0.8904547,0.90196526,0.8880065,0.798541,영화 관람,0.90196526,,,영화 관람,0.90196526,191.0
금천구립시흥도서관,0.5896586,0.62897015,0.83668584,0.8636419,0.8863679,0.8938733,0.8858033,0.78598523,영화 관람,0.8938733,,,영화 관람,0.8938733,191.0
금천 청년꿈터,0.61785793,0.6669821,0.86021745,0.8816901,0.89271986,0.8982326,0.8936922,0.80617404,영화 관람,0.8982326,,,영화 관람,0.8982326,191.0
청춘삘딩,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,,영화 관람,0.8226419,191.0
G밸리창업복지센터,0.60837084,0.63686657,0.85361433,0.87768805,0.89727384,0.9050817,0.89493865,0.803892,영화 관람,0.9050817,,,영화 관람,0.9050817,191.0
금천문화원,0.5541921,0.5701223,0.7418346,0.7623253,0.7847103,0.7912227,0.7858058,0.7097175,영화 관람,0.7912227,,,영화 관람,0.7912227,191.0
서울생활사박물관,0.61769843,0.6506014,0.85114354,0.87215483,0.890803,0.9003473,0.88873374,0.7953433,영화 관람,0.9003473,,,영화 관람,0.9003473,191.0
노원구청,0.4837277,0.49784958,0.600225,0.5997194,0.5919909,0.62963045,0.59790707,0.5573969,영화 관람,0.62963045,,,영화 관람,0.62963045,191.0
육군사관학교,0.5949358,0.6237249,0.80046904,0.819656,0.84258235,0.8515882,0.8372651,0.7442795,영화 관람,0.8515882,,,영화 관람,0.8515882,191.0
노원중앙도서관,0.6186756,0.68232775,0.8415007,0.85819566,0.87797856,0.8976137,0.87870085,0.8006902,영화 관람,0.8976137,,,영화 관람,0.8976137,191.0
월계도서관,0.6186756,0.68232775,0.8415007,0.85819566,0.87797856,0.8976137,0.87870085,0.8006902,영화 관람,0.8976137,,,영화 관람,0.8976137,191.0
노원어린이도서관,0.6186756,0.68232775,0.8415007,0.85819566,0.87797856,0.8976137,0.87870085,0.8006902,영화 관람,0.8976137,,,영화 관람,0.8976137,191.0
서울시립 북서울미술관,0.6224179,0.67188716,0.85739994,0.8774406,0.8954084,0.90790236,0.89403284,0.80497444,영화 관람,0.90790236,,,영화 관람,0.90790236,191.0
노원문화원,0.5402973,0.55255127,0.7360258,0.73739517,0.76549566,0.7932206,0.76326,0.69514894,영화 관람,0.7932206,,,영화 관람,0.7932206,191.0
서울과학기술대학교,0.6627875,0.66358423,0.8616659,0.8717952,0.86689353,0.87481326,0.8731086,0.8142606,영화 관람,0.87481326,,,영화 관람,0.87481326,191.0
광운대학교동해문화예술관,0.58267,0.6355752,0.793852,0.8052248,0.80919343,0.84142274,0.8127623,0.7930698,영화 관람,0.84142274,,,영화 관람,0.84142274,191.0
서울시립과학관,0.6147852,0.64488983,0.8547168,0.8784772,0.896138,0.9046833,0.89474964,0.8047045,영화 관람,0.9046833,,,영화 관람,0.9046833,191.0
노원청소년센터,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,,영화 관람,0.8226419,191.0
노원평생학습관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,,영화 관람,0.8676743,191.0
육군박물관,0.6115707,0.66179407,0.8554388,0.87823546,0.8966807,0.9139653,0.8939598,0.80555093,영화 관람,0.9139653,,,영화 관람,0.9139653,191.0
불암도서관,0.6186756,0.68232775,0.8415007,0.85819566,0.87797856,0.8976137,0.87870085,0.8006902,영화 관람,0.8976137,,,영화 관람,0.8976137,191.0
서울과학기술대학교 미술관,0.67710704,0.70241773,0.86209345,0.8603444,0.8629212,0.8868995,0.8640138,0.82120126,영화 관람,0.8868995,,,영화 관람,0.8868995,191.0
상계숲속작은도서관,0.6278286,0.6709942,0.8222449,0.81700337,0.8346791,0.86526626,0.8367437,0.78350115,영화 관람,0.86526626,,,영화 관람,0.86526626,191.0
문화살롱 5120,0.63010114,0.65012264,0.8589111,0.8799605,0.8959343,0.893846,0.8914234,0.7979579,연극 공연,0.8959343,,,연극 공연,0.8959343,4.0
노원구민의전당,0.57137245,0.57700324,0.72573745,0.7189278,0.7118932,0.7302581,0.7258471,0.69069964,영화 관람,0.7302581,,,영화 관람,0.7302581,191.0
인덕대학교 아정미술관,0.6081747,0.6545962,0.8541466,0.8778974,0.8943833,0.8995664,0.89178985,0.8005443,영화 관람,0.8995664,,,영화 관람,0.8995664,191.0
노원문화의집,0.53738,0.54843265,0.73386943,0.73471004,0.76204044,0.78876877,0.7596359,0.6949121,영화 관람,0.78876877,,,영화 관람,0.78876877,191.0
공릉청소년문화정보센터,0.61955345,0.6629658,0.8589871,0.88208765,0.8967625,0.9108607,0.8962363,0.8057443,영화 관람,0.9108607,,,영화 관람,0.9108607,191.0
도봉도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,,영화 관람,0.8676743,191.0
강북구청,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,,영화 관람,0.8676743,191.0
송중문화정보센터,0.62258285,0.66535497,0.856742,0.8828116,0.89881164,0.9079815,0.8987928,0.80296016,영화 관람,0.9079815,,,영화 관람,0.9079815,191.0
도봉기적의도서관,0.6158497,0.6541848,0.85785097,0.88429165,0.90169394,0.9122243,0.90167576,0.8057217,영화 관람,0.9122243,,,영화 관람,0.9122243,191.0
도봉문화정보도서관,0.6158497,0.6541848,0.85785097,0.88429165,0.90169394,0.9122243,0.90167576,0.8057217,영화 관람,0.9122243,,,영화 관람,0.9122243,191.0
평화문화진지,0.61274654,0.64616483,0.8557471,0.8798557,0.8951043,0.9045785,0.89451265,0.79843813,영화 관람,0.9045785,,,영화 관람,0.9045785,191.0
도봉문화재단 쌍문채움도서관,0.5927874,0.6413177,0.83761007,0.86312276,0.88487107,0.89572096,0.8847115,0.78652704,영화 관람,0.89572096,,,영화 관람,0.89572096,191.0
함석헌기념관,0.6068891,0.6589244,0.84957653,0.8737469,0.8927345,0.90800065,0.89015454,0.7992352,영화 관람,0.90800065,,,영화 관람,0.90800065,191.0
도봉구청,0.60672915,0.6599438,0.8480927,0.8660967,0.88371086,0.8947193,0.88265586,0.7928759,영화 관람,0.8947193,,,영화 관람,0.8947193,191.0
김근태기념도서관,0.4808751,0.5770843,0.60100746,0.58983827,0.60868543,0.6386528,0.6163472,0.59226143,영화 관람,0.6386528,,,영화 관람,0.6386528,191.0
학마을도서관,0.60610837,0.6639818,0.84577715,0.86602813,0.8825599,0.8917387,0.8828927,0.792108,영화 관람,0.8917387,,,영화 관람,0.8917387,191.0
무중력지대 도봉,0.61156267,0.64648926,0.8597984,0.88140213,0.9023781,0.913079,0.899889,0.80923176,영화 관람,0.913079,,,영화 관람,0.913079,191.0
도봉문화재단,0.6179426,0.665795,0.8567597,0.8749924,0.89070785,0.899084,0.88987565,0.79984903,영화 관람,0.899084,,,영화 관람,0.899084,191.0
